Author.ID,Text_nolink,Assigned_Topic
1576968415172067328,"Fluoride has a numbing effect on the brain.  If anything, it would lower IQs.  I don't think it would lead to autism

Disclaimer - I'm an artist, not a scientist.  I just read a lot",5
1727125377154256896,"I'm a menace, a dentist, an oral hygienist
Open your mouth for about four or five minutes
Take a little bit of this fluoride rin-inse
Swish, but don't spit it; swallow it and now finish",4
1770888346052509696,"God abegeth,so fluoride causes Cancer?",4
1421997139828383744,The fluoride in toothpaste you want that on your teeth also you don’t wanna eat I think 20mins after you brush so yeah,4
1746997493508751360,It's got to be the fluoride in the water...,4
1506690460449968128,"Hydrogen fluoride, hydrogen cyanide, hydrogen chloride, and sulfur dioxide: Chemicals that can be found in the smoke from lithium-ion battery fires
Fluorinated phosphorus….;)",4
1531767622295068672,The fast and the fluoride,4
1815034577808703488,"I brush with baking soda at night and my enamel is just fine.  Toothpaste is also abrasive.  Fluoride is not good for you (especially kidneys), but I use a small amt of toothpaste on my brush in the morning.  Use toothpaste without sodium lauryl sulfate-it can cause mouth ulcers.",4
1042048824443916288,"Folic acid is an essential nutrient.  You die if you don’t get it in your diet.  It occurs naturally in food.  Fluoride occurs naturally in many minerals.  In high concentrations, it can be toxic, but low concentrations can protect tooth enamel at little risk.",7
1042048824443916288,"You can totally live without fluoride.  But if you try to avoid folic acid, you’re an idiot.",3
1597527399893041152,"Gotta be in the diet/water, bc there's no way this simulation includes ""fluoride"".",4
1259978118497890304,"We are discussing cancer mortality, not just cancer incidence. Some studies suggest that fluoride may act as a cancer promoter, potentially worsening prognosis.

Here’s why:

Fluoride has been observed to influence histone acetylation and methylation. Aberrant histone…",3
1757676466186375168,fluoride stare to the max,3
846092428692148224,How much fluoride is in their water?,4
1343553099764416512,I had read somewhere that fluoride calcified the pineal gland and Boron was recommended .,5
3324863889,Could it be from the mercury and fluoride?,4
720787436889055232,"Hence the reason that there is no government effort to remove toxins from our environment, it is all citizen lead. Whether it is fluoride or lead in municipal water or mercury &amp; aluminum based adjuvants in vaccines, there is always something negatively affecting human cognition.",5
1078412093844611072,Fluoride.,4
1557108527637749760,Same with toothpaste &amp; fluoride,0
1261089416291864576,Fluoride,4
936900351734812672,"I just looked it up. No panic required lithium fire emissions: hydrogen fluoride, methyl carbonate, ethylene carbonate, carbon monoxide, carbon sulfide and phosphoryl fluoride. Anyone for environmentally friendly cocktails?",4
936900351734812672,"Here's what they'll be breathing in from a lithium fire: hydrogen fluoride, methyl carbonate, ethylene carbonate, carbon monoxide, carbon sulfide and phosphoryl fluoride. A lovely environmentally friendly cocktail.",4
1626663384929165312,"We know, damn it! That's why ""conspiracy theorists"" have been sounding the alarm about fluoride in the water supply for years. Around 73% of the U.S. population served by public water systems receives fluoridated water.",5
1626663384929165312,"Other additives in our water supply: 1. Chlorine and Chloramine
2. Fluoride
3. Aluminum Sulfate (Alum)
4. Lime and Soda Ash
5. Phosphates
6. Activated Carbon
7. Ozone and Ultraviolet (UV) Light
8. Polymer Coagulants",0
1791891798861733888,"Its not like seed oils or MSG or fluoride

This shit has been studied to hell and back

For some reason, aspartame has people really worried

I wonder why",6
1507429666059083776,AI apparently can perfectly replicate the fluoride stare.,3
1348293070031241216,He drinks fluoride sulphate,4
4312916669,"Only if you’re using an alcohol based one, fluoride based ones go on after you brush",4
1460123196620001280,I hear Colgate and all those fluoride toothpastes hukuwa na chemical ya kuzuia brain cells zisimee. Guys it's happenin!,0
1691509878379229184,"Without getting into the details, Kerrygold is of much higher quality. Pretty sure Ireland fluoridated their cheese products though, and I’m not sure if that applies to their milk and butter. Been looking for answers on this particular subject.",2
1460123196620001280,"Flourine alone cannot get past the valve at the brain entrance. But as a compound, fluoride can . What does Colgate say about swallowing the paste?",4
1460123196620001280,Fluoride as a compound is able to enter the brain which is among the very few that can. Soma kwa Colgate uone inasema nini kuhusu mtu akimeza iyo toothpaste,0
1636528761947684864,"One year, my house got toilet-papered because I was handing out some natural fluoride free herbal toothpastes. 😝🙃",0
18093097,"Most are over vaccinated, overmedicated, over fluoridated and clueless.",4
1224437686737547264,"I agree with you, . If politicians don't keep their promises that will be their problem, not ours. After all, your own grandfather Joshua N. Haldeman, chiropractor and politician, was an anti-#Fluoridation ""conspiracy theorist"".",1
1519710145764331520,Is the fluoride from pipes or the water itself? Don’t call others names while you’re not being any better.,4
1657986836848070656,Um fluoride!,4
1801569659872784384,Fluoride?,4
1839259970363142144,Fluoride,4
1674766230962446336,Outstanding post. Thanks for the tip. I am fluoride free and happy to be that way.,4
1519274240213663744,"I don't know much about fluoride, but I do know we need to do something about childhood obesity.",4
1770732929930469376,Soy and fluoride on a daily basis.,4
1801569659872784384,"In UK, back in late ‘70s, children were given fluoride treatment straight onto their teeth.

Now, with all the research available to parents, fluoride should be another one that’s top of their research.",4
1767306085684113408,fluoride how often do you do collabs,4
23897306,It's known as sodium fluoride.,2
1430616494384222208,Why does fried by fluoride sound like a 13 year old boy,6
1801371726430748672,1. Fluoride,4
3129479151,The fluoride has a look...and it's crazy,4
1311948127767674880,Perfect image for this— the fluoride stare.,3
1337149962153578496,Don't I wish. If we had numbers! Until then I'd LOVE  to have a role in  cabinet too. I'm so excited about chemicals out of food and fluoride out of water,4
1399502745338585088,Soy and fluoride.,4
1695220490153922560,"I'm still a fan of the LOAF method (lithium, ozempic, adderall, and fluoride)",4
3388553746,It’s all fun and games till the fluoride brigade comes after ya,4
1587133120649854976,"Mouthology 10% Nano Hydroxyapatite Toothpaste (Fluoride Free), Natural, Remineralizing, Whitening, Sensitive Teeth, SLS Free, Xylitol Nano-Hydroxyapatite Toothpaste for Adults, Mint 4oz
*As an Amazon Associate, I earn commission from qualifying purchase. All Deal Price and offer…",3
1472173253661798400,It's all that fluoride in the water.😋😉,4
1767558342677843968,When is RFK going to educate the masses about chemtrails and fluoride in our water system?,0
1472221124125732864,I like my coffee with fluoride😂☕️,4
1323678676085579776,do you use non fluoride toothpaste?,0
19725494,"your pineal gland 'third eye' has not yet been calcified (by fluoride &amp; too much carbonate intake), you &amp; your intuition are 'dialed in' monitoring the Harmonic electrostatic field aka Earth's Schumann Resonance that connects all inanimate &amp; animate, once called the 'Ether'.",5
1527003021686849536,"What would it take for a politician to “make America healthy again”? I think that is a personal choice individuals have to make for themselves and their children that no one can make for them. 

Will fluoride and chlorine be removed from our water? Will atrazine be banned? Will…",4
1827590257547653120,Fluoride vaccines chemtrails and register tape.,3
802860676318371840,Yah but it has fluoride so we have nice teeth. It’s called a trade off buddy.,4
1046732869446619136,"Perhaps because their diet contains a lot of seafood.
Calcium, fluoride in diet regularly
Just my thoughts though.",4
1637230883609677824,"Not just swallow, put in your mouth, the skin absorbs fluoride",4
47288696,Fluoride in the water. It reduces your body’s ability to get satiated from food and reduces your thyroid output and messes up a lot of calcium stuff.,7
47288696,Fluoride in the water.,4
47288696,Big study in the Uk compared fluoride counties to non fluoride counties and found a big effect.,4
1379909295882579968,"Lithium batteries, when they catch fire, release hydrogen fluoride.  Any exposure to skin or by inhaling, HF can result in skin burns and lung  damage that can take time (hours to weeks) to develop following  exposure.",4
1691792608320794624,Dose related? The studies were not done in the US that have stringent dosing guidelines. Many of the countries with the higher dosing in the water had natural occurring fluoride in their water. Limitations to the epi studies but definitely more controlled studies needed.,3
3237454982,Reminds me of that time they added fluoride to fresh water for tooth health.,4
1278697577379233792,"In the 1964 film Dr. Strangelove, a deranged U.S. Air Force general claims that water fluoridation would ""sap and impurify all of our precious bodily fluids"" and is part of a communist conspiracy, a parody of John Birch Society claims.

See, Robert F. Kennedy, Jr. 
Wikipedia",6
1449421946853019648,She got that fluoride stare 👀,3
1685723480652701696,"also wait Yukari's not even looking at Junpei anymore lmao, she's surprised still but like at what?? at the MC's fluoride stare??",7
349912975,Fluoride in the water.,4
1582667134664146944,FLUORIDE,4
1500203536579186688,Fluoride,4
696348487105916928,Let's add Fluoride to the main water supply and see what happens,4
1519517427314266112,Fluoride in the water 🤷‍♂️,4
1500258140822155264,"Dear , am really sorry about the deletions of the fluoridation petition I wrote to you on my formal X handle, there were circumstances beyond me that lead to such incidence, It wasn't my personal decision to delete It, thank you.

Joshua Akinleye",3
239927407,Fluoride in the water?,4
1802380210903400448,"⠀  how similar is our music taste? 
 10%   bikini  kill
 10%   the  cure
 10%   ado  
 10%   msi  
 10%   chappell roan 
 10%   solya 
 10%   avril  lavigne  
 10%   björk
 10%   cheap perfume
 10%   fried by fluoride",6
937747383173054464,Fluoride 🤷‍♀️,4
1586034451712049152,Yes we quit using fluoride toothpaste years ago,0
1813822832390160384,"Fluoride pills. That's what dentists recommended to me in the 80s whilst growing up in a rural area that relied on well water, not city water.",4
1819793609031315456,Why are all of our toothpaste full of fluoride then?,0
547856310,I swear fluoride was actually added to water to prevent typhoid outbreaks.,5
180074416,"When I made fluoride posts on IG while living in Alabama, my local water department (that followed me) liked those posts. My WATER DEPARTMENT. I consider that a form of whistleblowing.",4
937040719893745664,"Wait, why would there be fluoride in public water in the first place? Also what kind of public water?",4
1514651505672007680,When was fluoride first introduced into our water system?,5
1053735820681596928,"I personally wouldn't.   The mucus membranes in your mouth will absorb that fluoride every time you swish.  That's just me, though.",2
1843950318129922048,"""The Trump administration's plan to remove fluoride from public water raises concerns about its health impacts, aiming for a 'healthier' America.""",4
1548081165029892096,"Are there even any studies that show a significant benefit to having fluoride in the water? And don't most people drink bottled water anyway these days, which contains little to none?",7
1852120916823519232,"Curious, is it ok to use fluoride toothpaste.  I assume I ingest some when brushing.",0
1036123713442377728,"Is fluoride still added to drinking water in the US?  Wasn't this the way of the 1950-70s to ""protect"" teeth from decay, when toothbrushes and pastes were not available to everyone financially or in terms of knowledge🤔",4
2306160673,what is the plan to prevent cholera in the water supply? or does fluoride not even do that?,4
756333029438558208,How will children get fluoride to strengthen their teeth?,4
472326844,Been hearing about fluoride in the drinking water for fifty years.  First time was on coast to coast.,4
751214924,"Thx for your post on the subject. If my memory is correct, the people in Indiana have been drinking fluoridated water as tap water since the early 1960s. At the time, its addition to public water was hotly debated.",7
797537366307127296,Most other countries have already banned fluoride from their drinking systems,4
2405097439,NF lienee non fluoride?,4
797537366307127296,"It has been proven that the only way fluoride helps with tooth decay is by placing it on your teeth, like through toothpaste, not consuming it and swallowing it down into your belly",4
979653835,Do you purchase fluoride free food too?,4
269825785,"asking a person who probably smokes, drinks, and eats way worse than fluoridated drinking water to read and understand what you wrote is a bit much, dontcha know",4
269825785,how would fluoride cause decay?,1
454287110,"Damn. Less than two years ago I was arguing with a dental assistant that fluoride was harmful for various reasons. They went on to lecture me about its benefits. Now we have people like RFK Jr advocating to remove it from the water. 

Wild times.",7
1556824083303731200,How long will it take for the fluoride to work itself out of the system?,4
21993539,Fluoride is good for teeth. But could be bad for rest of body. It can be directly applied a f spit out in toothpaste (don't swallow) and at the dentist. No need to fluoride the water too as that enters the entire body instead.,4
1816761513278910464,To be fair Scotland has the worst teeth in the western hemisphere we could probably use fluoride in our water.,4
1611168305334878208,Will the FDA also have fluoride removed from toothpaste?,0
1170691398758277120,Yes yes yes!!!  I have asked my town to remove the fluoride and haven’t heard anything back. I assume they are busy with the election but was going to press them again after the election,4
39897996,Fluoride is helpful topically on the teeth. Why do you think your dentist tells you not to eat or drink anything for a half hour after applying fluoride?,4
1823036970169430016,Anyone that has had fish tanks know that using infrared light kills anything in water. You can also be selective with the settings. No fluoride needed for living fish in water because of infrared light.,4
1281010024127631360,It's not that easy unfortunately. Many states have laws mandating fluoridation of water so will have to get each of those state legislatures to remove or replace those laws,7
1745083345208311808,Fluoride is naturally in most water,4
2290449445,It reminds me of the movie Dr. Strangelove from the 1960's.  The paranoid military commander states the commies are putting fluoride in our water to control us.,4
1492280419185737728,That’s bc they have natural occurring fluoride in their water.,4
97526003,"1.5mg per liter is over double the recommended 0.7mg per liter. Unless you are adding fluoride to your tap water or have well water with a natural fluoride source, fluoride is completely safe and will not lower your IQ 😂",5
975879556061016064,"The decision to add fluoride to municipal water is made by state or local governments, not the federal government.",4
1604561774476419072,People get enough fluoride from Crest and fluoridated mouthwash.,0
1538896302414540800,As I recall there was a study that came out not too long ago that showed having Fluoride in the water had negligible benefits.,0
2793020203,"&lt;sigh&gt; To experience true fluoride toxicity with serious or life-threatening illness, it would take drinking 5 liters of flouridated water per kilogram of body weight. For a 155 pound adult, that would mean drinking roughly 120 gallons of water at once. Which would kill you.",5
1562301901630492672,Our water supply is naturally fluoridated. Whats he going to about that? 🤷‍♀️😂,2
170797041,"Too much fluoride is a bad thing. But if you remove it altogether, that's bad too.",4
1809716859501178880,A simple Google search really does help the less educated: fluoride in water is considered good for your teeth as it helps prevent tooth decay by strengthening tooth enamel; studies have shown that communities with fluoridated water experience significantly less tooth decay…,4
1663626244129456128,Remove calories before you worry about fluoride.,6
1554473634839789568,Do these pediatricians tell them to drink fluoride?,2
1492280419185737728,A lot of water supplies don’t add fluoride bc it’s already naturally present in their water.,4
1198000188125827072,"I don't either.  However, flouridation of water seems to be uniquely American.  Most European nations don't flouridate their water supplies.  

European health agencies generally don’t oppose fluoride, but recommend targeted use (e.g., via toothpaste).",0
1553900234345955328,"Yes, I understand. But did you read this? Fluoride is safe for children in the appropriate amount. Consuming too much seems hard to do",4
3153119627,Say what? I didn’t know that and I was given extra fluoride as a kid ☠️,4
1701706983483588608,He has been drinking water with fluoride.,4
1671363073335078912,Fluoride is banned for use in Europes water supply...,4
1822444873653624832,"FYI, back in the day, the GOP opposed fluoridated water because they said it was a Communist trick.",6
3399740785,Late breaking deciders that want fluoride in their water lol,4
431078374,"Western Europe
98% of the population in western Europe doesn't have fluoridated water. This includes Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Italy, Luxembourg, Netherlands, Norway, Sweden, Switzerland, and the majority of the United Kingdom",2
1462610168907243520,Literally whats bad about this. You’re not supposed to drink fluoride. Why do you think you spit out tooth paste,4
2456308535,There’s fluoride in toothpaste 😳,0
1361460858879172608,We have fluoride in our water in the UK.,4
930610448705003520,What do we think about fluoride applications at the dentist?,4
17937681,"From ChatGPT: 

In September 2024, a federal court in California ruled that the U.S. Environmental Protection Agency (EPA) must strengthen regulations on fluoride levels in drinking water, citing potential risks to children’s cognitive development. U.S. District Judge Edward Chen…",1
618759216,"Doug, why do you want fluoride in the water?",4
1695643840550670336,"I don’t think that’s true 

Recent Studies and Observations: There's a growing body of research that suggests a link between high levels of fluoride exposure and cognitive impairments, particularly in children. For instance, the National Toxicology Program (NTP) in the U.S. has…",1
1585876848575381504,Countries without fluoridation don't have more tooth decay. Fluoride should be applied to teeth rather than ingested.,4
378862012,I live on a well.. fluoride is not needed,4
542389969,"Less than 5% of the world uses fluoride in their water systems…

US &amp; Australia are the champions of fluorinated water.",4
272024301,they already remove fluoride from the water when it’s beyond the safe range. part of fluoridating the water supply is making sure there’s not too little AND not too much.,2
1519018093506301952,Have a look at the impact of fluoride,4
903986445593051136,these countries tend to have fluorided salt (like germany does) where up to 70% of all table salt available in stores contains added fluoride.,4
1048815241,All the fluoride proponents can get it by other means. Don't force it on people who don't want it. Simple solution. No arguments and name-calling are required. I don't have an opinion either way right now.,4
2873434726,"Not in drinking water - we’re not living in a third world country. People today get fluoride from various sources: toothpaste, mouth rinses, and dental treatments.",0
17812343,IQ Loss? How much fluoride is in that mar a lago water?,4
4845403703,Fluoride cut tooth decay by 60% when added in the 50s but go on Robert,1
1772837000946532352,"That’s a good question, several years ago it was a big thing in my town. Many children were diagnosed with cancer. They took it out of the water and 2 yrs later decided to put it back in. Many dentists still swear by fluoride as well as my dental oncologist. I really would like…",4
1846693916503859200,"Hi  and  ,

Fluoride in public water is certainly worth discussing with transparency and accuracy.

Andrew, you’re correct that the NTP monograph concluded that higher levels of fluoride exposure (above 1.5 mg/L) have shown associations with lower IQ in…",5
1942013694,Kids run on fluoride,4
1378570139491164160,Nobody is stopping you from putting fluoride in your own water,4
1025115697188200448,"The mistake with your comment is using small countries to support your claim. None of these have such varied land as the US, we also have more people. 

Also, you cite health debates but Idk where the proof is of fluoride being bad for your health.",2
125503538,"Agree. My parents talked about the town voting no but the local dentist told the town to put fluoride in the water. What do RFK, Jr. and stable genius propose to do to remove fluoride in toothpaste?",2
34336771,"You can drink all my fluoride, Keith",4
1809716859501178880,"You also have fluoride in the water 💧 that you didn’t even know was there until these morons had a problem with it. Seriously, out of all the chemicals to ban, this is the 1st? This is why people stopped following the Democratic Party. Just fyi. Good idea, bad implementation.",4
1837536232932306944,Why? Most of the developed world doesn't use fluoride in public waters.,4
392960281,"What if you just brush your and your children's teeth with fluoride,  then spit it out",4
1201721131276865536,I’ve actually heard that fluoride displaces Iodine. And when a person has a low level of iodine in their diet it can cause Hashimoto’s disease. I work at a small office in the ‘Thyroid Belt’ and  5 out of the 9 people have some form of thyroid disfunction 🤷‍♀️,2
1702104843916050432,Only 4 European Union countries fluorinate their water. Also the chemical composition of naturally occurring fluoride is different than that of artificial fluoride.,4
1589991414460551168,"“Industrial waste”

Some places the water supply naturally is too high in fluoride.  But it’s not from industrial waste.",4
2245243315,"Odds are, the filters you and most everyone you know use don't filter out fluoride.",4
1448971965876871168,I grew-up on well water so I had to get fluoride treatments from the dentist.,4
1269325601678057472,"Most bottle water adds fluoride, toothpaste has fluoride “most”, and many other options are possible for those that still want it. Right?",0
1542088334125801472,"“The fluoride stare” was a massively popular meme making fun of conspiracy theorists, now it’s in the national policy conversation",5
1585810710717763584,"Do you honestly believe that if you don’t have fluoridated water that you will die?  😟 It’s worse than I would have thought.  🥹
Just to be clear.  I grew up and lived on well water.  That is water straight out of the ground.  I’m alive.  🤗",2
1589671389245612032,You can add all the fluoride you want. It is (still) a free country.,4
1450891184545705984,Mine did as well. I think the issue is ingesting the fluoride.  That’s why they suggest to rinse and spit.,7
1539286929988009984,But you can just use fluoride toothpaste instead of drinking water with fluoride in it. You don't need to drink water with fluoride in it to save your teeth was the point,4
24210040,you can always go buy some fluoride rinse if you want it.. you can even drink it if you want..,7
1815068017950355456,"This is not such a big deal then! 

If the health conscious can't get their fluoride in the water, just brew some black tea?

Never heard of it.

I am already suffering from well water that has no additives. My arthritis is getting worse.

I should check into it.",6
2830791121,Fluoride is the cause. The physiological mechanism is pretty well understood. Are you disputing the science?,4
1693736439052144640,How many other countries have fluoride in their water?,4
114970126,"Portland, OR doesn’t have fluoride in the water. Walked into my new dentist’s office and he’s looking at my teeth for the first time, and he says, “so, you’re from out of town?” (I’m from southern Oregon)",4
1588626920731729920,"There is enough fluoride in your toothpaste, no need to add it to your drinking water. It is, in fact, an industrial waste at first, which disguised itself as ""good for you"" over the years. 
Fluoride is good, for my teeth's health.
Fluoride is bad, for other health aspect.",0
1127400229,"Europe and Africa are removing water fluoridation. It works topically not systemically. FDA has labeled it an unapproved new drug. 

All the original studies were before 1980. As scientists we should reevaluate new data.",6
1829613851643441152,I’m a Trangender school psychologist. I am the advisor for the GSA club at my high school. I have had 13 abortions. I have voted for every democrat possible since 1954. Today I voted for Donald Trump because I don’t want fluoride in my water,2
1244380500460023808,I'll vote for removal of chemtrails and fluoride in water.... Which party is addressing that?? #electionday2024,3
922676271603167232,Yes city water does have added fluoride. Where as a well does not. I’m not for or against fluoride. I currently own a home with a well. My son takes Fluoride Tablets for the lack of Fluoride. I’m 23 years old and never had a cavity.,4
1469393829463687168,The point is that YOU control brushing your teeth. And you can get fluoridated or unfluoridated toothpaste.,4
1693736439052144640,How many countries put fluoride in the water?,4
14445176,what about the tooth paste? mostly all tooth paste contain Fluoride.,4
1787642347821428736,Sure yeah I suppose wearing two shirts helps reduce bullet speed compared to one I agree. I understand that over huge populations small changes affect things massively. But everyone I know who doesn’t brush and drinks fluoridated water is… unfortunate. I just wonder like is…,4
1588087618054811648,That's not a conspiracy. You dint need fluoride added to your drinking water. Its in your toothpaste.,0
1813985477080588288,Almost all toothpaste has fluoride in it as well fyi,0
1742727841052061696,Where does fluoride come from specifically the stuff they add to the water?,4
1634569861962579968,Many places have already removed Fluoride.,4
2149346648,Walk me thru why we need fluoride in our drinking water…. I’m all ear. And “CNN told me” isn’t good enough.,4
549683731,Why do you want fluoride in the water?,4
1335235310,"That's why they have it in toothpaste. Too much of it is a bad thing, which is why you don't swallow toothpaste. Good dental hygiene is the best possible thing to maintain dental health. Most people don't drink tap water anyway and a good number of countries don't use fluoride.",0
1556693359770615808,Your doctor can prescribe fluoride pills so no big deal.,4
1559326542227857408,Why do you think they put fluoride in the water? is it ignorance? or is there an agenda? Is fluoride in toothpaste ok? if they used sodium fluoride (more expensive but possible) instead of hydrofluosilicic acid would that be less harmful? I'm an idiot so I'll let you answer,0
1569952485154131968,"Take out fluoride, put in Ozempic",4
1372887677599645696,"You're making the claim that fluoride or lack of is responsible for your child's poor teeth 

Can you possibly think of 100 other factors that could impact tooth health in a child? 

Give your child fluoride if you feel that is best. JHC",4
704599374559444992,"It would be fine (*possibly* very slightly good) for middle class &amp; above.

Underclass who don't brush their kids teeth with fluoride toothpaste would see a significant increase in tooth problems without fluoridated water.",4
1730008427215364096,"That’s an excellent start, but there’s a lot more than just fluoride in our tap water.",7
823369780572934144,"One fluoride please, shaken, not stirred",6
1597105297860055040,I’m open minded but I’m skeptical that humans evolved to need fluoride in their drinking water in order to have healthy teeth.,4
1154467589113839616,"It's not chemical waste... it's a natural mineral, that is already present in many wells.
Show me the study that says there is no difference in Fluoride and Decay rates...",7
1347033319452512256,"If you can provide me proof that fluoride caused your low IQ, then I'm sold.",5
32909863,"I think it is illegal in the water supplies in the EU.
I recall having to buy fluoridated toothpaste in Milan when the airlines lost my luggage back in January 2023.😬",0
1518744460699443200,Grew up on well water and lived most of my life on that.  As did most of the people in history.  It really isn't a problem.  Not sure what the fluoride does.,4
783506551910858752,Europe uses salt fluoride,4
3282430742,"Fluoride is like everything else.  Too much is harmful.

Consume too much flouride, you'll get the problems he mentioned p

Consume too much iron, you'll get weakness, joint pain, brain fog, liver failure, death...

/1",7
1175493608335654912,"Some of the states with the best dental health are Hawaii, New Jersey, North Dakota, Minnesota, and Illinois.

Despite this, these states are on opposite ends of having the highest levels of fluoridated water and the lowest.

Why aren’t we seeing a clear difference?",4
1674948491494281216,"Is there an advantage to ingesting fluoride as opposed to having it sit on your teeth while brushing, for example?",4
1570845765572132864,"Fluoride from water dosent really effect tooth health if your brushing 2-3 times, flossing and having regular dental visits. Genetic factors do play an important role not sure of the childs age but braces can help a lot with crowded teeth. Maybe check out tooth mousse as well.",4
4639943079,They can’t use fluoride toothpaste?,0
1256033928047026176,You will be free to add fluoride to your own water.,4
1805961360687415296,"Not an expert. My understanding is that many countries deliver fluoride in other ways. Some in Europe put it in milk. A majority simply encourage fluoride toothpaste. It’s certainly good for teeth, it’s less clear that we need it in the water supply to get those benefits.",4
547364466,"What's the problem with it the fluoride?

Can we replace it with chlorine??",4
1284938882,Or tea.  Tea is a hyper accumulator of fluoride but everyone wants to talk about tap water.,7
1577415453793816576,"Fluoride in the water is consumed, leaving trace amounts in the blood stream. As blood moves through the roots of your teeth it can deposit fluoride which can be used like calcium by your teeth. Providing nutrients from the inside. i think?",4
1711005329926811648,Decades ago lol before people brushed their teeth and spit the fluoride out?,4
23487696,"Why do you think that natural toothpaste doesn’t contain fluoride, he’s not wrong…",0
1496677574302478336,Most people brush their teeth with fluoride tooth paste. That's enough for the average person for dental care..,4
1518918307365023744,Not all toothpaste has fluoride. You’re not supposed to swallow the toothpaste.,4
1284938882,You should be more worried about the tea in your pantry than the filter in your fridge when fluoride is concerned.,0
1684877208148647936,"Just an observation, but African's and Asians have great teeth and use practically 0 fluoride 🤷‍♂️",4
1708536817618964480,"okay then you also have to stop eating spinach and stop drinking tea 

They both contain orders of magnitude more fluoride than drinking water",6
1587605585339580416,"You may be confusing natural, stable calcium fluoride in some spring water to very bioreactive fluorosilicic acid in drinking water. 
Biologically stark differences.",5
1368544628,Many Americans have no fluoride well water is more common than people think. Most European nations have no Fluoride either. Its a placebo tooth health has increase since the addition of fluoride but so has hygiene as a whole and education on the importance of brushing your teeth,4
1693110402023030784,"Fun fact, high natural fluoride levels in ground water is common in many areas across the globe depending on geology of a particular area.

Humans have been consuming water that naturally contains fluoride since man first drank water from a spring",4
1669707393469489152,Community water fluoridation has also been hailed by the CDC as one of 10 great public health achievements of the 20th century.,7
1735788326668640256,"What, you want the fluoride?",4
3315217267,Most western countries don't put fluoride in their water. Not sure why you think removing it is a bad thing.,4
1805821324524404736,Theres fluoride free toothpaste,0
416557255,"I remember I got this as a kid. Mine never mentions it now. It is available if I want to pay extra.

Some will argue against any fluoride at all, but with the water thing, you're drinking it and it's seeping in through your skin when you shower.",5
632417976,"Potential Health Concerns Related to Fluoride in Public Water
Arthritis/Skeletal Fluorosis: High levels of fluoride exposure are linked to skeletal fluorosis, causing joint pain and stiffness similar to arthritis.Scientific Confidence: High for excessive exposure

Bone Fractures:…",1
450901647,"This is comparing fluoride in water. Unsure if toothpaste was controlled for, read through it.",0
3315217267,Fluoride has only been proven to help dental health when used topically on your teeth not when ingested. As long as you use toothpaste with fluoride you don't need it in your drinking water.,0
1223389344976769024,I don’t. I just buy fluoride-free water.,2
369285728,daniel why are you pro fluoride? genuinely asking,4
1546048168659677184,"Robert F. Kennedy Jr. recently stated that former President Donald Trump, should he return to office, would prioritize removing fluoride from public drinking water. This proposal is rooted in Kennedy’s long-standing skepticism toward certain public health practices, including…",4
3190223142,You’ve had the fluoride I see,6
68508443,What say you about the nontoxic nanohydroxyapatite for enamel hardening? Why the neurotoxic fluoride?,4
1669707393469489152,"It will give the EPA something to do about checking waterpipes,and cleaning up the old rusted pipes coming into homes in rural areas of the country. Lead is the real issue that is causing problems not fluoride.Just trouble makers.",4
