Author.ID,Text_nolink,Assigned_Topic
1608304449079975936,"But everyone got smarter &amp; figured out how to combat the infections. Then they had better teeth &amp; were all smarter. Eventually they got rid of the slave system they were locked in for centuries &amp; got rid of money, govt, police cuz there was no crime. All cuz fluoride was removed",5
1135992763160453120,"Most of the fluoride never touches the teeth..
It's flushed,
showered,
bathed,
washing machined,
and watered away on lawns / gardens..

Make dental cleanings with fluoride a 100% tax credit.
Save on fluoride, increase dental hygiene.
Making America Great and Healthy Again!
#LFG",4
1846392533041270784,So glad I listened to my gut when my kids were little and threw away the fluoride they always made me take home!,4
29367582,Haven’t had fluoride in our home water ever. No cavities and excellent oral health.,7
306179647,"So, if we can recycle fluoride waste into a method of improving dental health, what’s the problem? Seems like a win-win.",4
1651445882670178304,I’ve refused fluoride for my family for the last 20 years. Sounds GREAT to me.,7
1658867407962742784,"Good! We don’t need fluoride added to our water. Europe stopped adding it long ago. For Dems always wanting to be more like Europe, this is one area where we should. You get it in our toothpaste and there’s already small amounts naturally in water.",0
34818478,"I love Burt’s Bees toothpaste, it’s like I finally found a fluoride-free, natural option that didn’t taste like diet tree bark",0
753400753000157184,lol. I raised my children on unfluoridated well water. Not one of them ever had a cavity. They're all adults now who still have healthy teeth though they avoid drinking fluoridated water. You'll survive.,4
827960745316990976,"Flouride (F-) substitutes for the OH- groups in calcium hydroxy apatite (bone mineral) and makes it less soluble/stronger.  The same process can happen in fossilization.  I don't know why people are so worried about fluoride, it is actually good for your teeth.",4
1588211994,No fluoride here in pdx. The water from the tap taste amazing aswell,4
1837574382719238144,Must be the fluoride. Vote Trump!!,4
2890128157,Never imagined the USA taking fluoride out of the water when I became aware of this back in 2012. We have a once in a lifetime choice,4
1786557347474608128,"I use to use a RX toothpaste for sensitivity. Since going carnivore 300 days ago sensitivity is greatly reduced. Brush my teeth with Boka Fluoride Free Toothpaste - Nano Hydroxyapatite, Remineralizing, Sensitive Teeth. No more fluoride toothpaste for me. Baking soda is too harsh",0
1843151243352395776,"A professional in the field responded to Kennedy's thread yesterday with an informed question and RFK responded. You might scroll down to read about the levels of Fluoride found naturally in nature. I found it interesting. More important, so did the field professional.",4
1768427001143300096,"I haven’t used fluoridated  toothpaste in years, and I haven’t had a cavity since.

Also, get a water filter for your house so you won’t have fluoride or chlorine on your skin or in your body.

I use Ayurveda self-care techniques besides.",7
1654622975880986624,And I'm saying what you do ingest in support of children is fine and beneficial. And if you don't want brown stains on your teeth then fluoride is beneficial,1
1674860273146945536,I guess you’re to young to remember how older people had dentures because of tooth decay before we started putting fluoride in water,3
920734348994850816,"Yes, I just ditched the fluoride toothpaste and the mouthwash. I found fluoride, free toothpaste and I’m using hydrogen peroxide with a little bit of water instead of mouthwash.",0
1823147912458584064,Yay!!! Used to use Tom’s of ME peppermint fluoride free (25years now) but now I’m using Hello fluoride free with charcoal added. 5 ⭐️,4
1596889141736009728,I buy fluoride free toothpaste! My teeth are beautiful and healthy,4
1497019252611567616,I buy fluoride and fine are perfect,4
715046844,"Thanks to RFK Jr for all his years of researching and reporting on the downside of public water fluoridation.
There also have been recent reports to support serious health implications with fluoride.
I’m relieved that our City Council has put a hold on fluoridation plans.",4
1639097825760882688,Melaleuca makes a nice one without fluoride,4
16601274,No fluoride!   Wow!   👏👏👏👏👏,4
1054041582893035520,Today there are better options then fluoride that are not toxic.,1
1607996717445812224,I love this! Get rid of Fluoride in drinking water nationwide!! 🙌🇺🇸,5
2297367878,"Watch everyone start needing the dentist, the right amount of fluoride in the water actually help prevent tooth decay…",4
447648757,I purchased a water filter that removes fluoride and tossed out old toothpaste that had fluoride. I do avoid all fluids outside those I make ( coffee or lemon water)...,0
976711597,Funny… Our dentist said they’re crying for patients. Maybe people are waking the fuck up. Well water and fluoride free toothpaste in this house. Teeth have never been better.,0
524222953,"I live in Ontario, with fluoridated water and I have only had 2 cavities in 72 years.",7
1669500246882148352,"NO !!! Millions of people are prevented from suffering from hideous oral suffering by fluoride. If you've never had an oral abscess or a toothache, you can thank fluoride.",7
288132586,It's one of the biggest reasons to vote for Trump. I can't wait to be able to eat healthy food without having to go on a damn treasure hunt. AND they are going to take the poison fluoride out of the water!! HUGE!,5
33019077,"You don't have to interact with fluoride at all consciously. I have used fluoride free toothpaste for years, my teeth are white as fuck and I've never had 1 cavity.",7
1846633392395399168,Holland and Barrett sell fluoride free toothpaste. Our family has been using it for three years. No toothache or problems!,0
1833314326670618624,"Folks, please realize that only one side is talking about Making America Healthy Again, taking fluoride out of the water and getting rid of Big Pharma advertising on TV.",5
1273109976278499328,"There’s plenty of fluoride in toothpaste and mouthwash.  And those go straight to the source, they aren’t absorbed systemically.   People should use them, and drink unfluoridated water.   This is the smartest choice.",0
1604870004335419392,You are so right about fluoride Mr. Kennedy. May God bless you.,1
1325493791529242624,"Ron Paul will be working with Musk under Trump to gut the government. RFK plans to remove fluoride from our water systems and remove toxic shit from our foods. Trump is the weakest link here, but he's talking about abolishing income tax. 

Why would I not vote for this?",2
1585831394931941376,Yes. Fluoride free,4
1695212723728965632,"😁 Have all my teeth, regularly visit my dentist although I have had a couple cavities when I was a kid. But here we are 40+ years later I’ve got all by teeth. My Dad is about to be 80 and only has had 1 cavity which he lost that one tooth! The fluoride, if any in well water…",4
896672006,"While true, there are brands that are not and are consumed by a large enough group to have caused some greedy dental group to take notice. 

Fluoride free for a year and feel 100 times better mentally and physically.",5
11891892,"Anyone talking about removing fluoride from our drinking water, dissolving the IRS, outlawing addictive and dangerous additives from our food, stopping endless wars (to name a few) certainly has my vote.",7
823650015075831808,"Northern Ireland here , no fluoride added to water and great teeth 😀",4
1608519775835004928,But America was great when fluoride was added!,4
1847214716470394880,Erm.. fluoride in water is.. freaking good?,4
1828584997550215168,"We may finally get the fluoride out of our water.

Vote accordingly.

#MAHA #MAGA #UNITY",4
15464697,"7. According to the CDC, fluoridated drinking water in the United States is ""one of the ten greatest public health achievements in the United States.""  Specifically, ""[d]rinking fluoridated water keeps the teeth strong and reduces tooth decay by approximately 25% in children and…",4
2993235411,"Yes
I liked it

Yes
I researched it. 

I don't like Bobby. I approve of what he said about fluoride",4
2955613496,My dentist told me that the minerals in well water are so beneficial that your teeth will be hard because of it. Far more beneficial than fluoride.,1
1457063620710305792,1950s testing was carried out on a large scale with children in Stratford Ontario.  The water there from artesian wells was naturally infused with fluoride.  They compared the teeth of kids who lived there all their lives &amp;those who move there later.  Hands down the locals won.,4
4723161746,Vote RFK Jr.  Only he can save us!!!! From fluoride!!! Vaccines!!!,2
1722961950252912640,She has a healthy brain because she filters the fluoride out through her Berkey.,4
1459952867670999040,Ngl the idea of getting the fluoride removed from water got me really hopeful,4
18831926,"3) Community water fluoridation remains one of the most cost-effective ways to deliver fluoride to all community members regardless of age, education level, or income level. Water fluoridation also saves money for families and the U.S. health care system",4
1669158453032484864,Removing fluoride and seed oils is probably a good thing Ronald. Maybe your hair will grow back.,4
1674941264926584832,I stopped fluoride in toothpaste about 5 years ago and my teeth were whiter with in two months!,4
1825923895666372608,I'm betting fluoride is a big part of why people have healthy teeth based on what I've seen living in Ohio,4
1213779304162553856,"Brush teeth twice a day with SLS and fluoride free toothpaste 🪥 my favorite brand is  I’ve been using loyally for over a decade 💘 

I always get compliments on my smile, and now you know my secret! Tea tree oil whitening plus in cool mint 🩵",4
1524965660,"I already did stop using fluoride and you know what?

I have more energy, my mind is sharper and I never felt better.

Put that in your pipe and smoke it.",4
37016340,"'Bout damn time! 
40 years ago my dad ran for mayor of Silver City, NM hoping to get the fluoride out of the municipal water supply. He lost.",4
1849149763968479232,"ITS easy to be healthy in Finland:

All animal foods made here are highly regulated and super healthy 

Very clean Water and zero Fluoride in tap-water in whole country

Great air quality

Clean environment

A lot of nature

Free Healthcare

Cheap Organic Local foods",4
25639177,We haven't had fluoride in our water in Vancouver Canada for a long time.. and we are just fine..,4
1851111393946218496,YES to lower taxes YES to no fluoride YES to bringing taxes to anti American countries and YES to MAKING AMERICA GREAT AGAIN! #LETSVOTEBETTER,6
1321156870413930496,"Agree. Removing Fluoride from public water especially where it’s used beyond allowed limits ,would only help avoid physical side effects mostly for kids. Removing it altogether is also fine just to negate the potential problems at all.",4
464089969,Better late than never. 🫶🤪  recently posted about fluoride and its harmful effects on our health. Glad people are becoming more aware 💯🙌🥰,4
1446201996734877696,Thanks to you after knowing fluoride is terrible for years I finally have been on hydroxyapatite toothpaste and mouthwash for 6 months. My daughters will never use fluoride toothpaste. I love the direction of health we are all heading as a country.,0
2541058696,I am from Birmingham in the uk we had fluoride in our water when I was a child. Dentists still ask if I grew up there because of my teeth and I am 65,4
633248822,"Kamala Harris will make your life better and trump promises to take the fluoride out of the water.
Wow, this election is really a no brainer.
Go Kamala",4
1820229092006039552,For 30 yrs I have been called crazy because I have been telling people about the fluoride in the water. My kids &amp; husband didn’t believe me. I feel like doing a “I told u so” dance.,4
1311507385924624384,"Agreed

We need measured, evidence-based, voluntary approaches to public health

Perhaps the case for topical use of fluoride in toothpastes and mouthwash is stronger than for municipal water

Topical use can be 100% voluntary
Topical use can minimize swallowing",0
1014798415991959552,"Interesting!

We filter it out of our drinking water at home, and only use non fluoride toothpaste.

My teeth and gums have improved immensely",4
1230828967042715648,Did you she he got the green light to remove fluoride?! That's so cool!,4
3370115667,"You can easily research this for yourself, fluoride is everything RFKJr says it is.",4
1123963442556223488,"It was a very good source. Thursday is when it all happens. Election decided, Ripple settled,
fluoride removed from the water.",4
1753324812574003200,"RFK seems to have some great ideas

Removing fluoride is based",4
1129936532683579392,"Fluorine (element 9) is the most reactive oxidizer (just above oxygen, which is element 8). Fluoride is an ion of fluorine. If you’ve ever been to the dentist, you may have gotten a fluoride treatment. It’s standard. Fluorine deposited in our tap water has helped w/ tooth decay.",4
78188548,"holy cow ....   this is amazing,  can this really be happening?  rfk jr red pilled about fluoride in water, and the disgusting vaccine schedule, like 70+ shots by 8yrs old...  BRING it rfk jr",2
1285946258868314112,It's wonderful.  Have you not read the reports and learned about the fluoride lawsuit?,4
762462747921518592,"Great now all will look like hillbilly with missing teeth. My cousin made her dr to give her kids fluoride pills, they have well water. Low dose is ok. Grown now &amp; have beautiful teeth",4
1768427001143300096,"Yes, I do and ever since I stopped using fluoride I haven’t had a single cavity.",7
1394601836,"You handled the fluoride point so well, the record scratch was almost audible. It was clear others just thought it was a joke topic to hit Trump with, and couldn't say anything after you brought up the Euro countries and Israel stopping it.",6
1821288351770476544,It’s a huge plus in my book.  Removing the fluoride I mean,4
61146604,"lol the media is freaking out about about 
Fluoride in the water and him taking it out. I’m laughing 🤣",7
1017603295920230400,"Having grown up on a farm w/o it, IDK, fluorinated water is pretty great. Is Trump in the pocket of big dental drill?

(Thanks to my parents for having us do fluoride rinses, and Iowa health department for doing same at elementary schools until I lived w/ a public water system!)",4
1602371737424887808,"Since joining X when Elon took over… stopped fluoride toothpaste, got an Alexa pro water filter system that filters out chemicals including fluoride, and got a shower filter that filters chemicals including fluoride",0
1549952187047890944,he is ending the Fed the IRS Fluoride all 3 letter agencies..MAHA...how can you not vote for him?,4
17118419,Not if you brush your teeth at least once per day with a fluoride toothpaste!,4
1661503776250028032,"Yes!   Dear RFKJr. My family gave up tap water, fluoride, most O.P. food &amp; vaccines many years ago; raising their children healthier. Most Americans (including Drs) believe the US agencies. We will need find simple ways to prove the toxins  = disease. And get rid of ind. oils!💪",5
1832155156734939136,"Fluoride, a mineral, is naturally present in many foods and available as a dietary supplement. Fluoride is the ionic form of the element fluorine, and it inhibits or reverses the initiation and progression of dental caries (tooth decay) and stimulates new bone formation [1].",3
270055817,"#ROBERT F. KENNEDY JR.
IS...AGAINST...
FLUORIDATION...
IN...
OUR...
PUBLIC...
WATER.
VOTE#BLUE💙🗳👍🇺🇲
 

LET'S GOOOOOOO!!!!",4
1692544199625719808,"The John Birch Society warned us about fluoride in the public water system in the 1960s, they were right, you mocked them. Time to give the JBS their due.",4
1450343213135319040,Happy Bday!,4
1622992553078292480,the fluoride stare is fire,4
708494569860562944,"Hell yes
Utah does not use fluoride",4
1849333304014888960,"As an American...I'll keep my fluoride, thank you

Let me see your teeth after a year of no fluoride 😬",4
1759810949425352704,TNP RESULTS: Over 80% of Americans say Trump should take action to remove fluoride from public water. #MAGA + #MAHA = AMERICA!!! 🇺🇸,4
1370048027256360960,Toothpaste and fluoridated water do not do the same things. Both are necessary to good teeth health.,4
1280805318906142720,You dont need a car either. You can walk. Thousands of people die in car accidents every year. Fluoride doesn’t kill anyone at safe and controlled levels it helps to keep your teeth healthy so you dont loose them when you’re 35. People choose to eat shit food and become unhealthy,4
704302792396046336,"Happy birthday, mate",4
34241428,No fluoride sounds great!,4
1587574551705067520,It will be great if Kennedy gets the power to destroy Big Pharma corruption and power. Great when he gets the fluoride out of the tap water too.,4
1684263051493507072,"""Stifled"" Anti-Globalism &gt; Openly pro-globalism

He said he'd have the JFK files declassified, that's going to be big for the fight against globalism. RFK is going after fluoride, tulsi after the warmongers, elon after the anti-free speech shills. 

It's going to be awesome!",4
1534961391555190784,"I’ll take a swing at this  and , take a look at Switzerland and the rest of continental Europe…fluoride free and doing just fine.",4
124039882,Look up Weston price and teeth. If your diet is high in K2 your teeth often look great. Hence y I give my baby lots of grassfed butter daily. No fluoride great teeth here.,4
1605025502917406720,"They were both right to their own ends, some vindication is always better than none. Fluoridation ending would be great, even more of a reason to put more weight behind Trump. Libertarians need to get over their fencesitting for attention bit. It's why I left. Our votes mattered.",4
1834288623388176384,"Congrats! That’s a very frequent condition so this thread will help a lot, Didn’t know about the fluoride one. How did this woman find out about her food Intolerance?",4
